Nvit_RNA16008_R3	gene_0
Lhum_RNA19200_R0	gene_12425
Lhum_RNA19204_R0	gene_12425
Sinv_RNA868_R0	gene_12425
Lhum_RNA19206_R0	gene_12426
Lhum_RNA19215_R0	gene_12427
Lhum_RNA19217_R0	gene_12428
Lhum_RNA19216_R0	gene_12428
Lhum_RNA19223_R0	gene_12429
Lhum_RNA19222_R0	gene_12430
Lhum_RNA19225_R0	gene_12431
Aech_RNA136_R0	gene_12431
Lhum_RNA19231_R0	gene_12432
Lhum_RNA19232_R0	gene_12432
Aech_RNA18574_R0	gene_12432
Lhum_RNA19239_R0	gene_12433
Lhum_RNA19236_R0	gene_12434
Lhum_RNA19242_R0	gene_12435
Lhum_RNA19241_R0	gene_12435
Dqua_RNA4271_R0	gene_12435
Lhum_RNA19243_R0	gene_12436
Lhum_RNA19250_R0	gene_12437
Aech_RNA18528_R0	gene_12437
Dqua_RNA4280_R0	gene_12437
Lhum_RNA19252_R0	gene_12437
Aech_RNA18529_R0	gene_12437
Lhum_RNA19254_R0	gene_12438
Lhum_RNA19263_R0	gene_12439
Lhum_RNA19265_R0	gene_12440
Mpha_RNA15076_R0	gene_12441
Lhum_RNA19270_R0	gene_12442
Cbir_RNA18180_R0	gene_12443
Lhum_RNA19275_R0	gene_12444
Lhum_RNA19276_R0	gene_12444
Lhum_RNA19277_R0	gene_12445
Mpha_RNA4973_R0	gene_12445
Dmel_RNA34150_R0	gene_12445
Lhum_RNA19278_R0	gene_12446
Lhum_RNA19279_R0	gene_12446
Lhum_RNA19280_R0	gene_12446
Dmel_RNA29019_R0	gene_12446
Aech_RNA4895_R0	gene_12447
Amel_RNA15639_R0	gene_12447
Lhum_RNA19290_R0	gene_12448
Lhum_RNA19288_R0	gene_12449
Lhum_RNA19292_R0	gene_12450
Cbir_RNA6878_R0	gene_12450
Dmel_RNA2951_R2	gene_12450
Nvit_RNA3056_R3	gene_12450
Lhum_RNA19294_R0	gene_12451
Lhum_RNA19296_R0	gene_12452
Dmel_RNA28131_R9	gene_12453
Lhum_RNA19307_R0	gene_12454
Lhum_RNA19299_R0	gene_12455
Aech_RNA4875_R0	gene_12456
Dmel_RNA26048_R0	gene_12456
Mpha_RNA4610_R0	gene_12457
Aech_RNA4865_R0	gene_12458
Sinv_RNA9721_R0	gene_12459
Lhum_RNA19321_R0	gene_12460
Lhum_RNA19324_R0	gene_12461
Lhum_RNA19325_R0	gene_12462
Lhum_RNA19326_R0	gene_12462
Sinv_RNA14355_R0	gene_12462
Cbir_RNA6495_R0	gene_12462
Aech_RNA4916_R0	gene_12462
Nvit_RNA16489_R0	gene_12462
Amel_RNA12820_R0	gene_12462
Lhum_RNA19334_R0	gene_12463
Lhum_RNA19338_R0	gene_12464
Cbir_RNA24012_R0	gene_12465
Aech_RNA18112_R0	gene_12466
Cbir_RNA21216_R0	gene_12467
Lhum_RNA19351_R0	gene_12468
Cbir_RNA21217_R0	gene_12469
Lhum_RNA19352_R0	gene_12470
Cbir_RNA22900_R1	gene_12471
Lhum_RNA19357_R0	gene_12472
Amel_RNA17313_R0	gene_12472
Lhum_RNA19359_R0	gene_12473
Sinv_RNA12934_R0	gene_12473
Lhum_RNA19365_R0	gene_12474
Dmel_RNA19854_R0	gene_12474
Sinv_RNA12940_R0	gene_12475
Nvit_RNA22558_R0	gene_12475
Lhum_RNA19370_R0	gene_12476
Lhum_RNA19371_R0	gene_12477
Lhum_RNA19374_R0	gene_12478
Aech_RNA5025_R0	gene_12479
Dmel_RNA22540_R0	gene_12479
Lhum_RNA19376_R0	gene_12480
Sinv_RNA7367_R0	gene_12481
Lhum_RNA19379_R0	gene_12482
Lhum_RNA19381_R0	gene_12483
Lhum_RNA19384_R0	gene_12484
Cbir_RNA3779_R0	gene_12484
Aech_RNA5008_R0	gene_12484
Amel_RNA16323_R0	gene_12484
Lhum_RNA19390_R0	gene_12485
Lhum_RNA19389_R0	gene_12485
Lhum_RNA19391_R0	gene_12485
Aech_RNA5007_R0	gene_12485
Lhum_RNA19392_R0	gene_12486
Lhum_RNA19394_R0	gene_12487
Lhum_RNA19400_R0	gene_12488
Cbir_RNA23634_R0	gene_12488
Nvit_RNA6657_R0	gene_12489
Lhum_RNA19404_R0	gene_12490
Lhum_RNA19406_R0	gene_12491
Lhum_RNA19407_R0	gene_12491
Lhum_RNA19418_R0	gene_12492
Lhum_RNA19431_R0	gene_12493
Lhum_RNA19428_R0	gene_12493
Dmel_RNA10260_R0	gene_12493
Lhum_RNA18720_R0	gene_12494
Lhum_RNA18721_R0	gene_12495
Amel_RNA16879_R0	gene_12495
Lhum_RNA18724_R0	gene_12496
Dqua_RNA3885_R0	gene_12496
Lhum_RNA18726_R0	gene_12497
Lhum_RNA18727_R0	gene_12498
Dqua_RNA3881_R0	gene_12498
Lhum_RNA18729_R0	gene_12499
Lhum_RNA18735_R0	gene_12500
Lhum_RNA18734_R0	gene_12500
Mpha_RNA17282_R0	gene_12500
Lhum_RNA18745_R0	gene_12501
Lhum_RNA18746_R0	gene_12501
Lhum_RNA18748_R0	gene_12501
Lhum_RNA18749_R0	gene_12501
Lhum_RNA18747_R0	gene_12501
Amel_RNA22761_R0	gene_12501
Aech_RNA17307_R3	gene_12502
Lhum_RNA18764_R0	gene_12503
Lhum_RNA18767_R0	gene_12504
Lhum_RNA18773_R0	gene_12504
Lhum_RNA18771_R0	gene_12504
Mpha_RNA807_R0	gene_12504
Mpha_RNA808_R0	gene_12504
Amel_RNA22738_R0	gene_12504
Amel_RNA22736_R0	gene_12504
Dqua_RNA19106_R0	gene_12505
Mpha_RNA804_R0	gene_12506
Lhum_RNA18776_R0	gene_12506
Dmel_RNA6290_R0	gene_12506
Aech_RNA17667_R0	gene_12507
Lhum_RNA18786_R0	gene_12508
Dqua_RNA10119_R0	gene_12509
Mpha_RNA23140_R0	gene_12510
Amel_RNA22676_R0	gene_12511
Aech_RNA17692_R0	gene_12512
Lhum_RNA18812_R0	gene_12513
Lhum_RNA18814_R0	gene_12514
Lhum_RNA18815_R0	gene_12515
Lhum_RNA18816_R0	gene_12516
Amel_RNA22661_R0	gene_12516
Lhum_RNA18818_R0	gene_12517
Cbir_RNA14700_R2	gene_12517
Lhum_RNA10633_R1	gene_12518
Sinv_RNA6267_R0	gene_12519
Lhum_RNA18837_R0	gene_12520
Lhum_RNA18836_R0	gene_12520
Lhum_RNA18839_R0	gene_12521
Aech_RNA17712_R0	gene_12522
Lhum_RNA18841_R0	gene_12523
Lhum_RNA18846_R0	gene_12524
Lhum_RNA18845_R0	gene_12524
Aech_RNA17715_R0	gene_12524
Amel_RNA22608_R0	gene_12524
Amel_RNA3419_R1	gene_12524
Sinv_RNA9041_R1	gene_12524
Lhum_RNA18844_R0	gene_12525
Lhum_RNA18850_R0	gene_12526
Lhum_RNA18851_R0	gene_12526
Lhum_RNA18849_R0	gene_12526
Lhum_RNA18853_R0	gene_12527
Lhum_RNA18855_R0	gene_12528
Lhum_RNA18857_R0	gene_12529
Lhum_RNA18868_R0	gene_12530
Lhum_RNA18873_R0	gene_12531
Lhum_RNA18781_R1	gene_12531
Mpha_RNA7655_R0	gene_12531
Aech_RNA20947_R0	gene_12531
Aech_RNA17013_R0	gene_12531
Mpha_RNA14395_R0	gene_12531
Mpha_RNA1497_R0	gene_12531
Mpha_RNA3460_R0	gene_12531
Mpha_RNA1500_R0	gene_12531
Sinv_RNA469_R0	gene_12531
Dqua_RNA16303_R0	gene_12532
Aech_RNA549_R0	gene_12533
Dqua_RNA16296_R0	gene_12534
Lhum_RNA18880_R0	gene_12535
Lhum_RNA18882_R0	gene_12536
Lhum_RNA18888_R0	gene_12537
Lhum_RNA18896_R0	gene_12538
Lhum_RNA18898_R0	gene_12539
Dmel_RNA28218_R0	gene_12539
Lhum_RNA18904_R0	gene_12540
Lhum_RNA18903_R0	gene_12540
Lhum_RNA18905_R0	gene_12541
Aech_RNA12038_R0	gene_12541
Mpha_RNA16310_R0	gene_12542
Lhum_RNA18922_R0	gene_12543
Mpha_RNA985_R0	gene_12543
Nvit_RNA11257_R0	gene_12543
Lhum_RNA18927_R0	gene_12544
Lhum_RNA18941_R0	gene_12545
Lhum_RNA18943_R0	gene_12546
Cbir_RNA9651_R0	gene_12546
Lhum_RNA18944_R0	gene_12547
Lhum_RNA18948_R0	gene_12548
Lhum_RNA18951_R0	gene_12549
Lhum_RNA18958_R0	gene_12550
Lhum_RNA18957_R0	gene_12550
Lhum_RNA18955_R0	gene_12550
Aech_RNA12075_R0	gene_12550
Lhum_RNA18959_R0	gene_12551
Lhum_RNA18967_R0	gene_12552
Lhum_RNA18968_R0	gene_12552
Lhum_RNA18966_R0	gene_12552
Lhum_RNA18969_R0	gene_12552
Lhum_RNA18961_R0	gene_12552
Lhum_RNA18960_R0	gene_12552
Dqua_RNA22252_R0	gene_12552
Aech_RNA12087_R0	gene_12552
Aech_RNA12086_R0	gene_12552
Aech_RNA12088_R0	gene_12552
Lhum_RNA18964_R0	gene_12552
Lhum_RNA18978_R0	gene_12553
Aech_RNA12096_R0	gene_12553
Sinv_RNA1417_R0	gene_12554
Lhum_RNA18983_R0	gene_12554
Cbir_RNA14416_R0	gene_12554
Lhum_RNA18986_R0	gene_12555
Lhum_RNA18988_R0	gene_12556
Mpha_RNA4651_R0	gene_12556
Amel_RNA6655_R0	gene_12556
Lhum_RNA18991_R0	gene_12557
Lhum_RNA18995_R0	gene_12558
Cbir_RNA14507_R0	gene_12559
Lhum_RNA19007_R0	gene_12560
Amel_RNA26871_R0	gene_12561
Lhum_RNA19014_R0	gene_12562
Lhum_RNA19019_R0	gene_12563
Lhum_RNA19021_R0	gene_12564
Lhum_RNA19020_R0	gene_12564
Lhum_RNA19022_R0	gene_12565
Dmel_RNA31572_R0	gene_12565
Amel_RNA27933_R0	gene_12566
Lhum_RNA19024_R0	gene_12567
Lhum_RNA19025_R0	gene_12567
Lhum_RNA19027_R0	gene_12568
Amel_RNA27501_R0	gene_12568
Cbir_RNA12113_R0	gene_12568
Lhum_RNA19031_R0	gene_12569
Lhum_RNA19037_R0	gene_12570
Lhum_RNA19038_R0	gene_12571
Cbir_RNA12155_R0	gene_12571
Nvit_RNA12783_R0	gene_12571
Lhum_RNA19039_R0	gene_12572
Dqua_RNA3604_R0	gene_12572
Amel_RNA23652_R0	gene_12572
Lhum_RNA19044_R0	gene_12573
Nvit_RNA10408_R0	gene_12573
Lhum_RNA19052_R0	gene_12574
Sinv_RNA821_R0	gene_12574
Dmel_RNA23191_R2	gene_12574
Lhum_RNA19041_R0	gene_12575
Dqua_RNA3602_R0	gene_12575
Lhum_RNA19050_R0	gene_12576
Lhum_RNA19049_R0	gene_12576
Lhum_RNA19048_R0	gene_12576
Lhum_RNA8175_R3	gene_12576
Cbir_RNA19523_R1	gene_12576
Lhum_RNA19053_R0	gene_12577
Aech_RNA10170_R0	gene_12577
Lhum_RNA19055_R0	gene_12578
Nvit_RNA2497_R0	gene_12578
Sinv_RNA817_R0	gene_12578
Lhum_RNA19059_R0	gene_12579
Lhum_RNA19061_R0	gene_12580
Mpha_RNA9534_R0	gene_12580
Lhum_RNA19064_R0	gene_12581
Lhum_RNA19069_R0	gene_12582
Dqua_RNA6797_R0	gene_12582
Lhum_RNA19070_R0	gene_12583
Lhum_RNA19071_R0	gene_12584
Lhum_RNA19073_R0	gene_12584
Cbir_RNA16943_R1	gene_12584
Lhum_RNA15774_R1	gene_12584
Aech_RNA13131_R1	gene_12584
Mpha_RNA16679_R1	gene_12584
Lhum_RNA15778_R1	gene_12584
Sinv_RNA799_R0	gene_12585
Lhum_RNA19077_R0	gene_12586
Lhum_RNA19079_R0	gene_12587
Sinv_RNA11946_R0	gene_12587
Cbir_RNA11053_R0	gene_12587
Dmel_RNA6927_R0	gene_12587
Sinv_RNA12900_R0	gene_12587
Lhum_RNA19080_R0	gene_12588
Mpha_RNA8307_R0	gene_12588
Lhum_RNA19084_R0	gene_12589
Lhum_RNA19086_R0	gene_12590
Lhum_RNA19090_R0	gene_12591
Lhum_RNA19093_R0	gene_12592
Lhum_RNA19091_R0	gene_12593
Cbir_RNA19729_R6	gene_12594
Lhum_RNA19092_R0	gene_12595
Lhum_RNA19094_R0	gene_12596
Cbir_RNA3473_R0	gene_12597
Lhum_RNA19095_R0	gene_12597
Lhum_RNA19098_R0	gene_12598
Lhum_RNA19103_R0	gene_12599
Cbir_RNA10490_R0	gene_12599
Lhum_RNA19104_R0	gene_12600
Lhum_RNA19106_R0	gene_12601
Lhum_RNA19110_R0	gene_12602
Lhum_RNA19113_R0	gene_12603
Lhum_RNA19117_R0	gene_12604
Amel_RNA17777_R0	gene_12604
Lhum_RNA19125_R0	gene_12605
Lhum_RNA19126_R0	gene_12605
Lhum_RNA19123_R0	gene_12605
Aech_RNA261_R0	gene_12606
Lhum_RNA19131_R0	gene_12607
Lhum_RNA19132_R0	gene_12608
Lhum_RNA19134_R0	gene_12608
Lhum_RNA19136_R0	gene_12608
Lhum_RNA19143_R0	gene_12609
Mpha_RNA1445_R0	gene_12609
Lhum_RNA19146_R0	gene_12610
Lhum_RNA19153_R0	gene_12611
Lhum_RNA19156_R0	gene_12612
Cbir_RNA17072_R8	gene_12613
Lhum_RNA19157_R0	gene_12614
Lhum_RNA19159_R0	gene_12615
Lhum_RNA19161_R0	gene_12616
Lhum_RNA19163_R0	gene_12617
Dqua_RNA11049_R0	gene_12617
Lhum_RNA19167_R0	gene_12618
Mpha_RNA3442_R0	gene_12618
Aech_RNA13261_R6	gene_12619
Lhum_RNA19174_R0	gene_12620
Lhum_RNA19177_R0	gene_12621
Lhum_RNA19183_R0	gene_12622
Lhum_RNA19184_R0	gene_12622
Lhum_RNA19196_R0	gene_12623
Lhum_RNA19208_R0	gene_12624
Lhum_RNA19210_R0	gene_12625
Lhum_RNA19211_R0	gene_12625
Cbir_RNA23965_R0	gene_12626
Lhum_RNA19219_R0	gene_12627
Lhum_RNA19218_R0	gene_12628
Lhum_RNA19221_R0	gene_12629
Lhum_RNA19220_R0	gene_12629
Amel_RNA28516_R7	gene_12629
Mpha_RNA4247_R0	gene_12630
Lhum_RNA19229_R0	gene_12631
Lhum_RNA19228_R0	gene_12631
Nvit_RNA18670_R0	gene_12631
Cbir_RNA23573_R0	gene_12632
Lhum_RNA19233_R0	gene_12633
Aech_RNA10771_R0	gene_12633
Lhum_RNA19235_R0	gene_12634
Lhum_RNA19238_R0	gene_12635
Mpha_RNA21580_R0	gene_12635
Sinv_RNA8817_R0	gene_12635
Lhum_RNA19245_R0	gene_12636
Lhum_RNA19249_R0	gene_12636
Lhum_RNA19248_R0	gene_12636
Lhum_RNA19246_R0	gene_12636
Lhum_RNA19253_R0	gene_12637
Lhum_RNA19255_R0	gene_12638
Lhum_RNA19257_R0	gene_12638
Sinv_RNA8840_R0	gene_12638
Dqua_RNA16422_R0	gene_12638
Dmel_RNA8627_R0	gene_12638
Lhum_RNA19259_R0	gene_12639
Lhum_RNA19258_R0	gene_12640
Lhum_RNA19260_R0	gene_12641
Lhum_RNA19261_R0	gene_12642
Cbir_RNA15600_R0	gene_12642
Cbir_RNA15595_R0	gene_12642
Lhum_RNA19262_R0	gene_12643
Lhum_RNA19264_R0	gene_12644
Dmel_RNA11147_R0	gene_12644
Lhum_RNA19266_R0	gene_12645
Lhum_RNA19274_R0	gene_12646
Dqua_RNA18338_R0	gene_12646
Lhum_RNA19281_R0	gene_12647
Dqua_RNA16635_R0	gene_12647
Lhum_RNA19287_R0	gene_12648
Nvit_RNA22757_R0	gene_12648
Dmel_RNA8854_R1	gene_12648
Lhum_RNA19291_R0	gene_12649
Aech_RNA4888_R0	gene_12649
Mpha_RNA14283_R0	gene_12650
Mpha_RNA14284_R0	gene_12650
Nvit_RNA8177_R0	gene_12650
Lhum_RNA19295_R0	gene_12651
Lhum_RNA19297_R0	gene_12652
Cbir_RNA6892_R0	gene_12653
Dqua_RNA16599_R0	gene_12654
Lhum_RNA19313_R0	gene_12655
Lhum_RNA19315_R0	gene_12656
Lhum_RNA19312_R0	gene_12657
Mpha_RNA2899_R0	gene_12658
Lhum_RNA19316_R0	gene_12659
Aech_RNA4869_R0	gene_12660
Lhum_RNA19320_R0	gene_12661
Dqua_RNA5063_R0	gene_12661
Lhum_RNA19322_R0	gene_12662
Lhum_RNA19323_R0	gene_12662
Lhum_RNA19336_R0	gene_12663
Lhum_RNA19337_R0	gene_12663
Dqua_RNA21568_R0	gene_12663
Dmel_RNA2772_R0	gene_12663
Lhum_RNA19335_R0	gene_12664
Nvit_RNA25100_R0	gene_12664
Mpha_RNA11695_R0	gene_12665
Mpha_RNA11696_R0	gene_12665
Lhum_RNA19340_R0	gene_12665
Dmel_RNA28330_R1	gene_12665
Lhum_RNA19341_R0	gene_12666
Aech_RNA18113_R0	gene_12667
Dmel_RNA1089_R0	gene_12667
Lhum_RNA19350_R0	gene_12668
Lhum_RNA19353_R0	gene_12669
Lhum_RNA19355_R0	gene_12670
Dmel_RNA742_R0	gene_12670
Lhum_RNA19356_R0	gene_12671
Lhum_RNA19363_R0	gene_12672
Lhum_RNA19366_R0	gene_12673
Lhum_RNA19368_R0	gene_12674
Aech_RNA18091_R0	gene_12674
Lhum_RNA19373_R0	gene_12675
Lhum_RNA19375_R0	gene_12676
Nvit_RNA19848_R0	gene_12676
Lhum_RNA19377_R0	gene_12677
Lhum_RNA19378_R0	gene_12678
Sinv_RNA7381_R0	gene_12679
Lhum_RNA19399_R0	gene_12680
Cbir_RNA23627_R0	gene_12681
Lhum_RNA19405_R0	gene_12682
Lhum_RNA19413_R0	gene_12683
Amel_RNA23264_R1	gene_12683
Lhum_RNA19408_R0	gene_12684
Lhum_RNA19410_R0	gene_12685
Lhum_RNA19414_R0	gene_12686
Sinv_RNA11339_R0	gene_12686
Amel_RNA23264_R0	gene_12686
Lhum_RNA22339_R2	gene_12687
Sinv_RNA22048_R2	gene_12688
Lhum_RNA19421_R0	gene_12689
Sinv_RNA4839_R0	gene_12689
Lhum_RNA19427_R0	gene_12689
Lhum_RNA19434_R0	gene_12690
Dqua_RNA5674_R0	gene_12690
Lhum_RNA19435_R0	gene_12691
Mpha_RNA3321_R1	gene_12692
Lhum_RNA4090_R6	gene_12693
Lhum_RNA2590_R3	gene_12694
Cbir_RNA22_R9	gene_12695
Sinv_RNA20310_R0	gene_12696
Lhum_RNA6986_R2	gene_12697
Lhum_RNA19436_R0	gene_12698
Cbir_RNA20227_R0	gene_12699
Lhum_RNA19474_R0	gene_12700
Dqua_RNA4173_R0	gene_12700
Aech_RNA12848_R0	gene_12700
Lhum_RNA19460_R0	gene_12701
Mpha_RNA14913_R0	gene_12702
Lhum_RNA19451_R0	gene_12703
Aech_RNA12878_R0	gene_12704
Aech_RNA12873_R0	gene_12705
Mpha_RNA16267_R0	gene_12706
Lhum_RNA19438_R0	gene_12706
Aech_RNA12890_R0	gene_12706
Dqua_RNA23381_R2	gene_12706
Dqua_RNA11397_R2	gene_12706
Lhum_RNA19458_R0	gene_12707
Lhum_RNA19456_R0	gene_12708
Dqua_RNA11399_R2	gene_12708
Lhum_RNA19457_R0	gene_12709
Lhum_RNA19455_R0	gene_12710
Lhum_RNA19442_R0	gene_12711
Lhum_RNA19453_R0	gene_12712
Lhum_RNA19447_R0	gene_12713
Lhum_RNA19437_R0	gene_12714
Lhum_RNA19452_R0	gene_12715
Sinv_RNA6949_R0	gene_12716
Aech_RNA12868_R1	gene_12717
Sinv_RNA18906_R5	gene_12718
Dqua_RNA11403_R7	gene_12719
Dqua_RNA20131_R1	gene_12720
Lhum_RNA19447_R1	gene_12721
Aech_RNA12896_R2	gene_12722
Cbir_RNA10086_R1	gene_12723
Lhum_RNA3915_R4	gene_12724
Dqua_RNA11397_R0	gene_12725
Cbir_RNA8955_R8	gene_12726
Lhum_RNA19466_R0	gene_12727
Lhum_RNA19467_R0	gene_12727
Lhum_RNA19473_R0	gene_12727
Sinv_RNA6945_R0	gene_12727
Cbir_RNA20222_R0	gene_12727
Nvit_RNA399_R0	gene_12727
Dmel_RNA18837_R0	gene_12727
Aech_RNA12856_R0	gene_12727
Lhum_RNA19476_R0	gene_12728
Mpha_RNA1441_R8	gene_12729
Lhum_RNA19489_R0	gene_12730
Lhum_RNA19490_R0	gene_12730
Lhum_RNA19487_R0	gene_12731
Lhum_RNA19503_R0	gene_12732
Aech_RNA3348_R0	gene_12732
Lhum_RNA19508_R0	gene_12733
Lhum_RNA19513_R0	gene_12734
Lhum_RNA19515_R0	gene_12734
Dmel_RNA33856_R2	gene_12734
Dmel_RNA29554_R1	gene_12734
Amel_RNA27279_R5	gene_12734
Lhum_RNA19520_R0	gene_12735
Lhum_RNA19523_R0	gene_12736
Lhum_RNA19522_R0	gene_12736
Aech_RNA13345_R0	gene_12736
Sinv_RNA9167_R0	gene_12737
Lhum_RNA19531_R0	gene_12738
Lhum_RNA19532_R0	gene_12739
Lhum_RNA19533_R0	gene_12739
Mpha_RNA12965_R0	gene_12739
Dqua_RNA21230_R0	gene_12739
Lhum_RNA19539_R0	gene_12740
Lhum_RNA19542_R0	gene_12740
Lhum_RNA19540_R0	gene_12740
Lhum_RNA19547_R0	gene_12741
Lhum_RNA19548_R0	gene_12742
Lhum_RNA19551_R0	gene_12743
Lhum_RNA18_R5	gene_12743
Lhum_RNA13924_R5	gene_12743
Lhum_RNA19555_R0	gene_12744
Cbir_RNA12346_R6	gene_12745
Lhum_RNA19479_R0	gene_12746
Lhum_RNA19486_R0	gene_12747
Dqua_RNA6792_R0	gene_12747
Mpha_RNA17235_R0	gene_12748
Lhum_RNA19498_R0	gene_12749
Lhum_RNA19500_R0	gene_12750
Lhum_RNA19501_R0	gene_12750
Amel_RNA23922_R0	gene_12750
Dqua_RNA19987_R0	gene_12750
Amel_RNA23923_R0	gene_12750
Aech_RNA2982_R0	gene_12750
Aech_RNA20613_R0	gene_12751
Lhum_RNA19505_R0	gene_12752
Lhum_RNA19504_R0	gene_12752
Lhum_RNA19511_R0	gene_12753
Lhum_RNA19510_R0	gene_12753
Sinv_RNA6708_R0	gene_12753
Cbir_RNA1775_R0	gene_12753
Lhum_RNA19512_R0	gene_12754
Lhum_RNA19516_R0	gene_12755
Aech_RNA14423_R0	gene_12755
Lhum_RNA19521_R0	gene_12756
Cbir_RNA1863_R0	gene_12756
Lhum_RNA19525_R0	gene_12757
Lhum_RNA19530_R0	gene_12758
Aech_RNA13502_R0	gene_12758
Cbir_RNA1950_R0	gene_12759
Dmel_RNA20123_R1	gene_12759
Lhum_RNA19545_R0	gene_12760
Mpha_RNA7497_R0	gene_12760
Mpha_RNA7498_R0	gene_12760
Lhum_RNA19554_R0	gene_12761
Dqua_RNA7870_R0	gene_12761
Dmel_RNA13916_R0	gene_12762
Lhum_RNA19556_R0	gene_12763
Nvit_RNA3944_R0	gene_12763
Dmel_RNA23773_R0	gene_12763
Lhum_RNA19557_R0	gene_12764
Mpha_RNA19276_R0	gene_12764
Dqua_RNA19696_R0	gene_12764
Cbir_RNA991_R0	gene_12765
Sinv_RNA18948_R0	gene_12766
Mpha_RNA4175_R2	gene_12767
Sinv_RNA6464_R0	gene_12768
Dqua_RNA6130_R1	gene_12769
Mpha_RNA995_R1	gene_12770
Lhum_RNA19564_R0	gene_12771
Sinv_RNA22244_R0	gene_12772
Lhum_RNA3559_R1	gene_12773
Lhum_RNA19561_R0	gene_12773
Sinv_RNA19055_R2	gene_12774
Lhum_RNA579_R2	gene_12775
Cbir_RNA1889_R8	gene_12776
Cbir_RNA18628_R9	gene_12777
Lhum_RNA14393_R9	gene_12778
Aech_RNA18728_R0	gene_12779
Lhum_RNA19578_R0	gene_12780
Lhum_RNA19587_R0	gene_12781
Lhum_RNA19589_R0	gene_12782
Lhum_RNA19588_R0	gene_12783
Sinv_RNA15786_R0	gene_12783
Nvit_RNA20095_R1	gene_12783
Aech_RNA20720_R3	gene_12783
Dqua_RNA8801_R2	gene_12783
Mpha_RNA17562_R0	gene_12783
Amel_RNA28715_R3	gene_12783
Lhum_RNA19590_R0	gene_12784
Lhum_RNA19591_R0	gene_12785
Lhum_RNA21855_R4	gene_12786
Lhum_RNA19599_R0	gene_12787
Mpha_RNA13135_R0	gene_12788
Amel_RNA19876_R0	gene_12788
Dmel_RNA23507_R0	gene_12789
Lhum_RNA19614_R0	gene_12790
Lhum_RNA19617_R0	gene_12791
Lhum_RNA19620_R0	gene_12792
Lhum_RNA19621_R0	gene_12793
Lhum_RNA19622_R0	gene_12794
Sinv_RNA5780_R0	gene_12794
Cbir_RNA343_R0	gene_12795
Amel_RNA21476_R3	gene_12796
Dqua_RNA15023_R0	gene_12797
Lhum_RNA19629_R0	gene_12798
Lhum_RNA19631_R0	gene_12799
Lhum_RNA19633_R0	gene_12800
Dmel_RNA15688_R0	gene_12801
Sinv_RNA15096_R1	gene_12801
Lhum_RNA19639_R0	gene_12802
Lhum_RNA19643_R0	gene_12803
Aech_RNA1845_R0	gene_12803
Nvit_RNA14678_R0	gene_12803
Dmel_RNA10550_R0	gene_12803
Sinv_RNA2610_R0	gene_12803
Lhum_RNA19644_R0	gene_12804
Amel_RNA19923_R0	gene_12804
Mpha_RNA2147_R0	gene_12804
Dqua_RNA8113_R0	gene_12804
Lhum_RNA19647_R0	gene_12805
Lhum_RNA19654_R0	gene_12806
Lhum_RNA19653_R0	gene_12806
Lhum_RNA19656_R0	gene_12807
Lhum_RNA19667_R0	gene_12808
Lhum_RNA19668_R0	gene_12809
Amel_RNA18708_R0	gene_12809
Lhum_RNA19671_R0	gene_12810
Lhum_RNA19682_R0	gene_12811
Lhum_RNA19685_R0	gene_12812
Lhum_RNA19690_R0	gene_12812
Lhum_RNA19699_R0	gene_12813
Dqua_RNA8215_R0	gene_12813
Dqua_RNA8219_R0	gene_12813
Amel_RNA18171_R0	gene_12813
Nvit_RNA25603_R0	gene_12813
Dqua_RNA8220_R0	gene_12814
Lhum_RNA19700_R0	gene_12815
Nvit_RNA9909_R0	gene_12815
Lhum_RNA19703_R0	gene_12816
Lhum_RNA19704_R0	gene_12817
Cbir_RNA12520_R0	gene_12817
Lhum_RNA19710_R0	gene_12818
Lhum_RNA19711_R0	gene_12819
Lhum_RNA19712_R0	gene_12819
Lhum_RNA19715_R0	gene_12820
Lhum_RNA19716_R0	gene_12821
Lhum_RNA19717_R0	gene_12822
Mpha_RNA18196_R0	gene_12823
Amel_RNA1080_R0	gene_12823
Mpha_RNA18195_R0	gene_12824
Mpha_RNA18194_R0	gene_12824
Nvit_RNA2360_R0	gene_12824
Nvit_RNA2359_R0	gene_12824
Dmel_RNA23170_R0	gene_12824
Dmel_RNA23169_R0	gene_12824
Nvit_RNA2362_R0	gene_12824
Lhum_RNA19721_R0	gene_12825
Lhum_RNA19724_R0	gene_12826
Lhum_RNA19726_R0	gene_12827
Lhum_RNA19732_R0	gene_12828
Lhum_RNA19738_R0	gene_12829
Lhum_RNA19742_R0	gene_12830
Lhum_RNA19744_R0	gene_12831
Dqua_RNA998_R0	gene_12831
Lhum_RNA19749_R0	gene_12832
Lhum_RNA19754_R0	gene_12833
Dmel_RNA21488_R0	gene_12834
Lhum_RNA19570_R0	gene_12835
Aech_RNA20719_R0	gene_12835
Mpha_RNA17562_R2	gene_12835
Amel_RNA28715_R2	gene_12835
Lhum_RNA19574_R0	gene_12836
Cbir_RNA265_R0	gene_12836
Cbir_RNA266_R0	gene_12836
Lhum_RNA19586_R0	gene_12837
Sinv_RNA21835_R0	gene_12837
Cbir_RNA9714_R2	gene_12837
Lhum_RNA19600_R0	gene_12838
Mpha_RNA16617_R0	gene_12838
Lhum_RNA19602_R0	gene_12839
Lhum_RNA19604_R0	gene_12840
Lhum_RNA19610_R0	gene_12841
Lhum_RNA19605_R0	gene_12842
